Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 8 workers.
2024-01-05_12:26:30:483 pEMG_processing started
2024-01-05_12:26:30:568 pEMG_save started
2024-01-05_12:26:34:052 pEMG_worker started
2024-01-05_12:26:34:237 pEEG_save started
2024-01-05_12:26:36:292 pEEG_processing started
2024-01-05_12:26:38:569 pEEG_worker started
2024-01-05_12:26:38:570 All processes started
2024-01-05_12:26:34:060 EMG Worker checking for start
2024-01-05_12:26:38:577 EMG Worker start command receieved
2024-01-05_12:26:38:577 EEG Save, receieved start command
2024-01-05_12:26:50:478 EMG Worker, scans read: 6900
2024-01-05_12:26:50:480 EMG Worker, scans read: 6900
2024-01-05_12:26:50:482 EMG Worker, scans read: 6900
2024-01-05_12:26:50:485 EMG Worker, scans read: 6900
2024-01-05_12:26:50:486 EMG Worker, scans read: 6900
2024-01-05_12:26:50:488 EMG Worker, scans read: 6900
2024-01-05_12:26:50:489 EMG Worker, scans read: 6900
2024-01-05_12:26:50:491 EMG Worker, scans read: 6900
2024-01-05_12:26:50:492 EMG Worker, scans read: 6900
2024-01-05_12:26:50:494 EMG Worker, scans read: 6900
2024-01-05_12:26:50:495 EMG Worker, scans read: 6900
2024-01-05_12:26:50:497 EMG Worker, scans read: 6900
2024-01-05_12:26:50:498 EMG Worker, scans read: 6900
2024-01-05_12:26:50:500 EMG Worker, scans read: 6900
2024-01-05_12:26:50:501 EMG Worker, scans read: 6900
2024-01-05_12:26:50:504 EMG Worker, scans read: 6900
2024-01-05_12:26:50:506 EMG Worker, scans read: 6900
2024-01-05_12:26:50:508 EMG Worker, scans read: 6900
2024-01-05_12:26:50:510 EMG Worker, scans read: 6900
2024-01-05_12:26:50:512 EMG Worker, scans read: 6900
2024-01-05_12:26:50:514 EMG Worker, scans read: 6900
2024-01-05_12:26:50:516 EMG Worker, scans read: 6900
2024-01-05_12:26:50:519 EMG Worker, scans read: 6900
2024-01-05_12:26:50:521 EMG Worker, scans read: 6900
2024-01-05_12:26:50:523 EMG Worker, scans read: 6900
2024-01-05_12:26:50:525 EMG Worker, scans read: 6900
2024-01-05_12:26:50:527 EMG Worker, scans read: 6900
2024-01-05_12:26:50:529 EMG Worker, scans read: 6900
2024-01-05_12:26:50:531 EMG Worker, scans read: 6900
2024-01-05_12:26:50:533 EMG Worker, scans read: 6900
2024-01-05_12:26:50:535 EMG Worker, scans read: 6900
2024-01-05_12:26:50:536 EMG Worker, scans read: 6900
2024-01-05_12:26:50:538 EMG Worker, scans read: 6900
2024-01-05_12:26:50:540 EMG Worker, scans read: 6900
2024-01-05_12:26:50:541 EMG Worker, scans read: 6900
2024-01-05_12:26:50:543 EMG Worker, scans read: 6900
2024-01-05_12:26:50:544 EMG Worker, scans read: 6900
2024-01-05_12:26:50:546 EMG Worker, scans read: 6900
2024-01-05_12:26:50:548 EMG Worker, scans read: 6900
2024-01-05_12:26:50:550 EMG Worker, scans read: 6900
2024-01-05_12:26:50:552 EMG Worker, scans read: 6900
2024-01-05_12:26:50:554 EMG Worker, scans read: 6900
2024-01-05_12:26:50:556 EMG Worker, scans read: 6900
2024-01-05_12:26:50:558 EMG Worker, scans read: 6900
2024-01-05_12:26:50:560 EMG Worker, scans read: 6900
2024-01-05_12:26:50:563 EMG Worker, scans read: 6900
2024-01-05_12:26:50:565 EMG Worker, scans read: 6900
2024-01-05_12:26:50:568 EMG Worker, scans read: 6900
2024-01-05_12:26:50:570 EMG Worker, scans read: 6900
2024-01-05_12:26:50:572 EMG Worker, scans read: 6900
2024-01-05_12:26:50:575 EMG Worker, scans read: 6900
2024-01-05_12:26:50:577 EMG Worker, scans read: 6900
2024-01-05_12:26:50:579 EMG Worker, scans read: 6900
2024-01-05_12:26:50:580 EMG Worker, scans read: 6900
2024-01-05_12:26:50:582 EMG Worker, scans read: 6900
2024-01-05_12:26:50:583 EMG Worker, scans read: 6900
2024-01-05_12:26:50:585 EMG Worker, scans read: 6900
2024-01-05_12:26:50:586 EMG Worker, scans read: 6900
2024-01-05_12:26:50:588 EMG Worker, scans read: 6900
2024-01-05_12:26:50:589 EMG Worker, scans read: 6900
2024-01-05_12:26:50:590 EMG Worker, scans read: 6900
2024-01-05_12:26:50:592 EMG Worker, scans read: 6900
2024-01-05_12:26:50:593 EMG Worker, scans read: 6900
2024-01-05_12:26:50:595 EMG Worker, scans read: 6900
2024-01-05_12:26:50:597 EMG Worker, scans read: 6900
2024-01-05_12:26:50:598 EMG Worker, scans read: 6900
2024-01-05_12:26:50:600 EMG Worker, scans read: 6900
2024-01-05_12:26:50:601 EMG Worker, scans read: 6900
2024-01-05_12:26:50:603 EMG Worker, scans read: 6900
2024-01-05_12:26:50:605 EMG Worker, scans read: 6900
2024-01-05_12:26:50:606 EMG Worker, scans read: 6900
2024-01-05_12:26:50:608 EMG Worker, scans read: 6900
2024-01-05_12:26:50:609 EMG Worker, scans read: 6900
2024-01-05_12:26:50:611 EMG Worker, scans read: 6900
2024-01-05_12:26:50:613 EMG Worker, scans read: 6900
2024-01-05_12:26:50:614 EMG Worker, scans read: 6900
2024-01-05_12:26:50:616 EMG Worker, scans read: 6900
2024-01-05_12:26:50:617 EMG Worker, scans read: 6900
2024-01-05_12:26:50:619 EMG Worker, scans read: 6900
2024-01-05_12:26:50:620 EMG Worker, scans read: 6900
2024-01-05_12:26:50:622 EMG Worker, scans read: 6900
2024-01-05_12:26:50:623 EMG Worker, scans read: 6900
2024-01-05_12:26:50:624 EMG Worker, scans read: 6900
2024-01-05_12:26:50:626 EMG Worker, scans read: 6900
2024-01-05_12:26:50:628 EMG Worker, scans read: 6900
2024-01-05_12:26:50:630 EMG Worker, scans read: 6900
2024-01-05_12:26:50:631 EMG Worker, scans read: 6900
2024-01-05_12:26:50:633 EMG Worker, scans read: 6900
2024-01-05_12:26:50:634 EMG Worker, scans read: 6900
2024-01-05_12:26:50:636 EMG Worker, scans read: 6900
2024-01-05_12:26:50:638 EMG Worker, scans read: 6900
2024-01-05_12:26:50:639 EMG Worker, scans read: 6900
2024-01-05_12:26:50:641 EMG Worker, scans read: 6900
2024-01-05_12:26:50:642 EMG Worker, scans read: 6900
2024-01-05_12:26:50:644 EMG Worker, scans read: 6900
2024-01-05_12:26:50:646 EMG Worker, scans read: 6900
2024-01-05_12:26:50:648 EMG Worker, scans read: 6900
2024-01-05_12:26:50:649 EMG Worker, scans read: 6900
2024-01-05_12:26:50:651 EMG Worker, scans read: 6900
2024-01-05_12:26:50:652 EMG Worker, scans read: 6900
2024-01-05_12:26:50:654 EMG Worker, scans read: 6900
2024-01-05_12:26:50:655 EMG Worker, scans read: 6900
2024-01-05_12:26:50:657 EMG Worker, scans read: 6900
2024-01-05_12:26:50:658 EMG Worker, scans read: 6900
2024-01-05_12:26:50:660 EMG Worker, scans read: 6900
2024-01-05_12:26:50:662 EMG Worker, scans read: 6900
2024-01-05_12:26:50:664 EMG Worker, scans read: 6900
2024-01-05_12:26:50:667 EMG Worker, scans read: 6900
2024-01-05_12:26:50:669 EMG Worker, scans read: 6900
2024-01-05_12:26:50:671 EMG Worker, scans read: 6900
2024-01-05_12:26:50:673 EMG Worker, scans read: 6900
2024-01-05_12:26:50:675 EMG Worker, scans read: 6900
2024-01-05_12:26:50:677 EMG Worker, scans read: 6900
2024-01-05_12:26:50:679 EMG Worker, scans read: 6900
2024-01-05_12:26:50:681 EMG Worker, scans read: 6900
2024-01-05_12:26:50:683 EMG Worker, scans read: 6900
2024-01-05_12:26:50:685 EMG Worker, scans read: 6900
2024-01-05_12:26:50:687 EMG Worker, scans read: 6900
2024-01-05_12:26:50:689 EMG Worker, scans available for reading: 1925
2024-01-05_12:26:50:691 EMG Worker, scans read: 6900
2024-01-05_12:26:50:691 EMG Response Time: 4.5174 ms
2024-01-05_12:26:50:693 EMG Worker, scans read: 6900
2024-01-05_12:26:50:694 EMG Worker, scans read: 6900
2024-01-05_12:26:50:696 EMG Worker, scans read: 6900
2024-01-05_12:26:50:697 EMG Worker, scans read: 6900
2024-01-05_12:26:50:699 EMG Worker, scans read: 6900
2024-01-05_12:26:50:701 EMG Worker, scans read: 6900
2024-01-05_12:26:50:702 EMG Worker, scans read: 6900
2024-01-05_12:26:50:704 EMG Worker, scans read: 6900
2024-01-05_12:26:50:705 EMG Worker, scans read: 6900
2024-01-05_12:26:50:707 EMG Worker, scans read: 6900
2024-01-05_12:26:50:708 EMG Worker, scans read: 6900
2024-01-05_12:26:50:710 EMG Worker, scans read: 6900
2024-01-05_12:26:50:711 EMG Worker, scans read: 6900
2024-01-05_12:26:50:712 EMG Worker, scans read: 6900
2024-01-05_12:26:50:714 EMG Worker, scans read: 6900
2024-01-05_12:26:50:715 EMG Worker, scans read: 6900
2024-01-05_12:26:50:717 EMG Worker, scans read: 6900
2024-01-05_12:26:50:718 EMG Worker, scans read: 6900
2024-01-05_12:26:50:719 EMG Worker, scans read: 6900
2024-01-05_12:26:50:721 EMG Worker, scans read: 6900
2024-01-05_12:26:50:723 EMG Worker, scans read: 6900
2024-01-05_12:26:50:725 EMG Worker, scans read: 6900
2024-01-05_12:26:50:727 EMG Worker, scans read: 6900
2024-01-05_12:26:50:729 EMG Worker, scans read: 6900
2024-01-05_12:26:50:731 EMG Worker, scans read: 6900
2024-01-05_12:26:50:732 EMG Worker, scans read: 6900
2024-01-05_12:26:50:734 EMG Worker, scans read: 6900
2024-01-05_12:26:50:736 EMG Worker, scans read: 6900
2024-01-05_12:26:50:739 EMG Worker, scans read: 6900
2024-01-05_12:26:50:741 EMG Worker, scans read: 6900
2024-01-05_12:26:50:744 EMG Worker, scans read: 6900
2024-01-05_12:26:50:746 EMG Worker, scans read: 6900
2024-01-05_12:26:50:749 EMG Worker, scans read: 6900
2024-01-05_12:26:50:751 EMG Worker, scans read: 6900
2024-01-05_12:26:50:754 EMG Worker, scans read: 6900
2024-01-05_12:26:50:757 EMG Worker, scans read: 6900
2024-01-05_12:26:50:759 EMG Worker, scans read: 6900
2024-01-05_12:26:50:761 EMG Worker, scans read: 6900
2024-01-05_12:26:50:764 EMG Worker, scans read: 6900
2024-01-05_12:26:50:766 EMG Worker, scans read: 6900
2024-01-05_12:26:50:768 EMG Worker, scans read: 6900
2024-01-05_12:26:50:770 EMG Worker, scans read: 6900
2024-01-05_12:26:50:772 EMG Worker, scans read: 6900
2024-01-05_12:26:50:774 EMG Worker, scans read: 6900
2024-01-05_12:26:50:776 EMG Worker, scans read: 6900
2024-01-05_12:26:50:778 EMG Worker, scans read: 6900
2024-01-05_12:26:50:780 EMG Worker, scans read: 6900
2024-01-05_12:26:50:781 EMG Worker, scans read: 6900
2024-01-05_12:26:50:784 EMG Worker, scans read: 6900
2024-01-05_12:26:50:786 EMG Worker, scans read: 6900
2024-01-05_12:26:50:788 EMG Worker, scans read: 6900
2024-01-05_12:26:50:791 EMG Worker, scans read: 6900
2024-01-05_12:26:50:793 EMG Worker, scans read: 6900
2024-01-05_12:26:50:795 EMG Worker, scans read: 6900
2024-01-05_12:26:50:797 EMG Worker, scans read: 6900
2024-01-05_12:26:50:800 EMG Worker, scans read: 6900
2024-01-05_12:26:50:802 EMG Worker, scans read: 6900
2024-01-05_12:26:50:804 EMG Worker, scans read: 6900
2024-01-05_12:26:50:805 EMG Worker, scans read: 6900
2024-01-05_12:26:50:807 EMG Worker, scans read: 6900
2024-01-05_12:26:50:809 EMG Worker, scans read: 6900
2024-01-05_12:26:50:810 EMG Worker, scans read: 6900
2024-01-05_12:26:50:812 EMG Worker, scans read: 6900
2024-01-05_12:26:50:813 EMG Worker, scans read: 6900
2024-01-05_12:26:50:815 EMG Worker, scans read: 6900
2024-01-05_12:26:50:817 EMG Worker, scans read: 6900
2024-01-05_12:26:50:819 EMG Worker, scans read: 6900
2024-01-05_12:26:50:820 EMG Worker, scans read: 6900
2024-01-05_12:26:50:822 EMG Worker, scans read: 6900
2024-01-05_12:26:50:823 EMG Worker, scans read: 6900
2024-01-05_12:26:50:825 EMG Worker, scans read: 6900
2024-01-05_12:26:50:826 EMG Worker, scans read: 6900
2024-01-05_12:26:50:828 EMG Worker, scans read: 6900
2024-01-05_12:26:50:829 EMG Worker, scans read: 6900
2024-01-05_12:26:50:831 EMG Worker, scans read: 6900
2024-01-05_12:26:50:833 EMG Worker, scans read: 6900
2024-01-05_12:26:50:835 EMG Worker, scans read: 6900
2024-01-05_12:26:50:837 EMG Worker, scans read: 6900
2024-01-05_12:26:50:838 EMG Worker, scans read: 6900
2024-01-05_12:26:50:840 EMG Worker, scans read: 6900
2024-01-05_12:26:50:841 EMG Worker, scans read: 6900
2024-01-05_12:26:50:843 EMG Worker, scans read: 6900
2024-01-05_12:26:50:844 EMG Worker, scans read: 6900
2024-01-05_12:26:50:847 EMG Worker, scans read: 6900
2024-01-05_12:26:50:850 EMG Worker, scans read: 6900
2024-01-05_12:26:50:852 EMG Worker, scans read: 6900
2024-01-05_12:26:50:854 EMG Worker, scans read: 6900
2024-01-05_12:26:50:856 EMG Worker, scans read: 6900
2024-01-05_12:26:50:858 EMG Worker, scans read: 6900
2024-01-05_12:26:50:861 EMG Worker, scans read: 6900
2024-01-05_12:26:50:863 EMG Worker, scans read: 6900
2024-01-05_12:26:50:865 EMG Worker, scans read: 6900
2024-01-05_12:26:50:867 EMG Worker, scans read: 6900
2024-01-05_12:26:50:869 EMG Worker, scans read: 6900
2024-01-05_12:26:50:871 EMG Worker, scans read: 6900
2024-01-05_12:26:50:873 EMG Worker, scans read: 6900
2024-01-05_12:26:50:875 EMG Worker, scans read: 6900
2024-01-05_12:26:50:878 EMG Worker, scans read: 6900
2024-01-05_12:26:50:880 EMG Worker, scans read: 6900
2024-01-05_12:26:50:882 EMG Worker, scans read: 6900
2024-01-05_12:26:50:884 EMG Worker, scans read: 6900
2024-01-05_12:26:50:887 EMG Worker, scans read: 6900
2024-01-05_12:26:50:889 EMG Worker, scans read: 6900
2024-01-05_12:26:50:891 EMG Worker, scans read: 6900
2024-01-05_12:26:50:893 EMG Worker, scans read: 6900
2024-01-05_12:26:50:894 EMG Worker, scans read: 6900
2024-01-05_12:26:50:896 EMG Worker, scans read: 6900
2024-01-05_12:26:50:898 EMG Worker, scans read: 6900
2024-01-05_12:26:50:901 EMG Worker, scans read: 6900
2024-01-05_12:26:50:903 EMG Worker, scans read: 6900
2024-01-05_12:26:50:904 EMG Worker, scans read: 6900
2024-01-05_12:26:50:906 EMG Worker, scans read: 6900
2024-01-05_12:26:50:907 EMG Worker, scans read: 6900
2024-01-05_12:26:50:909 EMG Worker, scans read: 6900
2024-01-05_12:26:50:911 EMG Worker, scans read: 6900
2024-01-05_12:26:50:912 EMG Worker, scans read: 6900
2024-01-05_12:26:50:914 EMG Worker, scans read: 6900
2024-01-05_12:26:50:916 EMG Worker, scans read: 6900
2024-01-05_12:26:50:917 EMG Worker, scans read: 6900
2024-01-05_12:26:50:918 EMG Worker, scans read: 6900
2024-01-05_12:26:50:920 EMG Worker, scans read: 6900
2024-01-05_12:26:50:921 EMG Worker, scans read: 6900
2024-01-05_12:26:50:923 EMG Worker, scans read: 6900
2024-01-05_12:26:50:924 EMG Worker, scans read: 6900
2024-01-05_12:26:50:926 EMG Worker, scans read: 6900
2024-01-05_12:26:50:928 EMG Worker, scans read: 6900
2024-01-05_12:26:50:930 EMG Worker, scans read: 6900
2024-01-05_12:26:50:932 EMG Worker, scans read: 6900
2024-01-05_12:26:50:933 EMG Worker, scans read: 6900
2024-01-05_12:26:50:935 EMG Worker, scans read: 6900
2024-01-05_12:26:50:936 EMG Worker, scans read: 6900
2024-01-05_12:26:50:938 EMG Worker, scans read: 6900
2024-01-05_12:26:50:940 EMG Worker, scans read: 6900
2024-01-05_12:26:50:942 EMG Worker, scans read: 6900
2024-01-05_12:26:50:943 EMG Worker, scans read: 6900
2024-01-05_12:26:50:945 EMG Worker, scans read: 6900
2024-01-05_12:26:50:948 EMG Worker, scans read: 6900
2024-01-05_12:26:50:950 EMG Worker, scans read: 6900
2024-01-05_12:26:50:951 EMG Worker, scans read: 6900
2024-01-05_12:26:50:953 EMG Worker, scans read: 6900
2024-01-05_12:26:50:954 EMG Worker, scans read: 6900
2024-01-05_12:26:50:956 EMG Worker, scans read: 6900
2024-01-05_12:26:50:959 EMG Worker, scans read: 6900
2024-01-05_12:26:50:961 EMG Worker, scans read: 6900
2024-01-05_12:26:50:963 EMG Worker, scans read: 6900
2024-01-05_12:26:50:965 EMG Worker, scans read: 6900
2024-01-05_12:26:50:967 EMG Worker, scans read: 6900
2024-01-05_12:26:50:969 EMG Worker, scans read: 6900
2024-01-05_12:26:50:971 EMG Worker, scans read: 6900
2024-01-05_12:26:50:973 EMG Worker, scans read: 6900
2024-01-05_12:26:50:974 EMG Worker, scans read: 6900
2024-01-05_12:26:50:976 EMG Worker, scans read: 6900
2024-01-05_12:26:50:977 EMG Worker, scans read: 6900
2024-01-05_12:26:50:979 EMG Worker, scans read: 6900
2024-01-05_12:26:50:981 EMG Worker, scans read: 6900
2024-01-05_12:26:50:982 EMG Worker, scans read: 6900
2024-01-05_12:26:50:984 EMG Worker, scans read: 6900
2024-01-05_12:26:50:985 EMG Worker, scans read: 6900
2024-01-05_12:26:50:987 EMG Worker, scans read: 6900
2024-01-05_12:26:50:989 EMG Worker, scans read: 6900
2024-01-05_12:26:50:991 EMG Worker, scans read: 6900
2024-01-05_12:26:50:993 EMG Worker, scans read: 6900
2024-01-05_12:26:50:996 EMG Worker, scans read: 6900
2024-01-05_12:26:50:998 EMG Worker, scans read: 6900
2024-01-05_12:26:51:000 EMG Worker, scans read: 6900
2024-01-05_12:26:51:004 EMG Worker, scans read: 6900
2024-01-05_12:26:51:007 EMG Worker, scans read: 6900
2024-01-05_12:26:51:010 EMG Worker, scans read: 6900
2024-01-05_12:26:51:013 EMG Worker, scans read: 6900
2024-01-05_12:26:51:015 EMG Worker, scans read: 6900
2024-01-05_12:26:51:018 EMG Worker, scans read: 6900
2024-01-05_12:26:51:020 EMG Worker, scans read: 6900
2024-01-05_12:26:51:023 EMG Worker, scans read: 6900
2024-01-05_12:26:51:025 EMG Worker, scans read: 6900
2024-01-05_12:26:51:027 EMG Worker, scans read: 6900
2024-01-05_12:26:51:029 EMG Worker, scans read: 6900
2024-01-05_12:26:51:031 EMG Worker, scans read: 6900
2024-01-05_12:26:51:034 EMG Worker, scans read: 6900
2024-01-05_12:26:51:035 EMG Worker, scans read: 6900
2024-01-05_12:26:51:037 EMG Worker, scans read: 6900
2024-01-05_12:26:51:038 EMG Worker, scans read: 6900
2024-01-05_12:26:51:040 EMG Worker, scans read: 6900
2024-01-05_12:26:51:041 EMG Worker, scans read: 6900
2024-01-05_12:26:51:043 EMG Worker, scans read: 6900
2024-01-05_12:26:51:045 EMG Worker, scans read: 6900
2024-01-05_12:26:51:046 EMG Worker, scans read: 6900
2024-01-05_12:26:51:048 EMG Worker, scans read: 6900
2024-01-05_12:26:51:050 EMG Worker, scans read: 6900
2024-01-05_12:26:51:052 EMG Worker, scans read: 6900
2024-01-05_12:26:51:054 EMG Worker, scans read: 6900
2024-01-05_12:26:51:055 EMG Worker, scans read: 6900
2024-01-05_12:26:51:056 EMG Worker, scans read: 6900
2024-01-05_12:26:51:058 EMG Worker, scans read: 6900
2024-01-05_12:26:51:059 EMG Worker, scans read: 6900
2024-01-05_12:26:51:061 EMG Worker, scans read: 6900
2024-01-05_12:26:51:062 EMG Worker, scans read: 6900
2024-01-05_12:26:51:063 EMG Worker, scans read: 6900
2024-01-05_12:26:51:065 EMG Worker, scans read: 6900
2024-01-05_12:26:51:069 EMG Worker, scans read: 6900
2024-01-05_12:26:51:071 EMG Worker, scans read: 6900
2024-01-05_12:26:51:073 EMG Worker, scans read: 6900
2024-01-05_12:26:51:075 EMG Worker, scans read: 6900
2024-01-05_12:26:51:077 EMG Worker, scans read: 6900
2024-01-05_12:26:51:079 EMG Worker, scans read: 6900
2024-01-05_12:26:51:082 EMG Worker, scans read: 6900
2024-01-05_12:26:51:084 EMG Worker, scans read: 6900
2024-01-05_12:26:51:086 EMG Worker, scans read: 6900
2024-01-05_12:26:51:089 EMG Worker, scans read: 6900
2024-01-05_12:26:51:091 EMG Worker, scans read: 6900
2024-01-05_12:26:51:093 EMG Worker, scans read: 6900
2024-01-05_12:26:51:095 EMG Worker, scans read: 6900
2024-01-05_12:26:51:097 EMG Worker, scans read: 6900
2024-01-05_12:26:51:100 EMG Worker, scans read: 6900
2024-01-05_12:26:51:102 EMG Worker, scans read: 6900
2024-01-05_12:26:51:104 EMG Worker, scans read: 6900
2024-01-05_12:26:51:106 EMG Worker, scans read: 6900
2024-01-05_12:26:51:108 EMG Worker, scans read: 6900
2024-01-05_12:26:51:111 EMG Worker, scans read: 6900
2024-01-05_12:26:51:113 EMG Worker, scans read: 6900
2024-01-05_12:26:51:116 EMG Worker, scans read: 6900
2024-01-05_12:26:51:118 EMG Worker, scans read: 6900
2024-01-05_12:26:51:120 EMG Worker, scans read: 6900
2024-01-05_12:26:51:122 EMG Worker, scans read: 6900
2024-01-05_12:26:51:125 EMG Worker, scans read: 6900
2024-01-05_12:26:51:126 EMG Worker, scans available for reading: 1700
2024-01-05_12:26:51:128 EMG Response Time: 4.9505 ms
2024-01-05_12:26:51:130 EMG Worker, scans read: 6900
2024-01-05_12:26:51:132 EMG Worker, scans read: 6900
2024-01-05_12:26:51:134 EMG Worker, scans read: 6900
2024-01-05_12:26:51:136 EMG Worker, scans read: 6900
2024-01-05_12:26:51:137 EMG Worker, scans read: 6900
2024-01-05_12:26:51:139 EMG Worker, scans read: 6900
2024-01-05_12:26:51:140 EMG Worker, scans read: 6900
2024-01-05_12:26:51:142 EMG Worker, scans read: 6900
2024-01-05_12:26:51:144 EMG Worker, scans read: 6900
2024-01-05_12:26:51:145 EMG Worker, scans read: 6900
2024-01-05_12:26:51:147 EMG Worker, scans read: 6900
2024-01-05_12:26:51:148 EMG Worker, scans read: 6900
2024-01-05_12:26:51:150 EMG Worker, scans read: 6900
2024-01-05_12:26:51:152 EMG Worker, scans read: 6900
2024-01-05_12:26:51:153 EMG Worker, scans read: 6900
2024-01-05_12:26:51:155 EMG Worker, scans read: 6900
2024-01-05_12:26:51:157 EMG Worker, scans read: 6900
2024-01-05_12:26:51:158 EMG Worker, scans read: 6900
2024-01-05_12:26:51:160 EMG Worker, scans read: 6900
2024-01-05_12:26:51:162 EMG Worker, scans read: 6900
2024-01-05_12:26:51:164 EMG Worker, scans read: 6900
2024-01-05_12:26:51:165 EMG Worker, scans read: 6900
2024-01-05_12:26:51:167 EMG Worker, scans read: 6900
2024-01-05_12:26:51:168 EMG Worker, scans read: 6900
2024-01-05_12:26:51:170 EMG Worker, scans read: 6900
2024-01-05_12:26:51:172 EMG Worker, scans read: 6900
2024-01-05_12:26:51:173 EMG Worker, scans read: 6900
2024-01-05_12:26:51:175 EMG Worker, scans read: 6900
2024-01-05_12:26:51:176 EMG Worker, scans read: 6900
2024-01-05_12:26:51:178 EMG Worker, scans read: 6900
2024-01-05_12:26:51:179 EMG Worker, scans read: 6900
2024-01-05_12:26:51:181 EMG Worker, scans read: 6900
2024-01-05_12:26:51:182 EMG Worker, scans read: 6900
2024-01-05_12:26:51:184 EMG Worker, scans read: 6900
2024-01-05_12:26:51:185 EMG Worker, scans read: 6900
2024-01-05_12:26:51:186 EMG Worker, scans read: 6900
2024-01-05_12:26:51:189 EMG Worker, scans read: 6900
2024-01-05_12:26:51:192 EMG Worker, scans read: 6900
2024-01-05_12:26:51:193 EMG Worker, scans read: 6900
2024-01-05_12:26:51:195 EMG Worker, scans read: 6900
2024-01-05_12:26:51:197 EMG Worker, scans read: 6900
2024-01-05_12:26:51:199 EMG Worker, scans read: 6900
2024-01-05_12:26:51:201 EMG Worker, scans read: 6900
2024-01-05_12:26:51:203 EMG Worker, scans read: 6900
2024-01-05_12:26:51:205 EMG Worker, scans read: 6900
2024-01-05_12:26:51:206 EMG Worker, scans read: 6900
2024-01-05_12:26:51:208 EMG Worker, scans read: 6900
2024-01-05_12:26:51:209 EMG Worker, scans read: 6900
2024-01-05_12:26:51:211 EMG Worker, scans read: 6900
2024-01-05_12:26:51:213 EMG Worker, scans read: 6900
2024-01-05_12:26:51:214 EMG Worker, scans read: 6900
2024-01-05_12:26:51:216 EMG Worker, scans read: 6900
2024-01-05_12:26:51:218 EMG Worker, scans read: 6900
2024-01-05_12:26:51:220 EMG Worker, scans read: 6900
2024-01-05_12:26:51:222 EMG Worker, scans read: 6900
2024-01-05_12:26:51:224 EMG Worker, scans read: 6900
2024-01-05_12:26:51:226 EMG Worker, scans read: 6900
2024-01-05_12:26:51:228 EMG Worker, scans read: 6900
2024-01-05_12:26:51:231 EMG Worker, scans read: 6900
2024-01-05_12:26:51:233 EMG Worker, scans read: 6900
2024-01-05_12:26:51:235 EMG Worker, scans read: 6900
2024-01-05_12:26:51:237 EMG Worker, scans read: 6900
2024-01-05_12:26:51:239 EMG Worker, scans read: 6900
2024-01-05_12:26:51:241 EMG Worker, scans read: 6900
2024-01-05_12:26:51:243 EMG Worker, scans read: 6900
2024-01-05_12:26:51:245 EMG Worker, scans read: 6900
2024-01-05_12:26:51:247 EMG Worker, scans read: 6900
2024-01-05_12:26:51:250 EMG Worker, scans read: 6900
2024-01-05_12:26:51:255 EMG Worker, scans read: 6900
2024-01-05_12:26:51:257 EMG Worker, scans read: 6900
2024-01-05_12:26:51:260 EMG Worker, scans read: 6900
2024-01-05_12:26:51:262 EMG Worker, scans read: 6900
2024-01-05_12:26:51:264 EMG Worker, scans read: 6900
2024-01-05_12:26:51:267 EMG Worker, scans read: 6900
2024-01-05_12:26:51:269 EMG Worker, scans read: 6900
2024-01-05_12:26:51:271 EMG Worker, scans read: 6900
2024-01-05_12:26:51:274 EMG Worker, scans read: 6900
2024-01-05_12:26:51:276 EMG Worker, scans read: 6900
2024-01-05_12:26:51:278 EMG Worker, scans read: 6900
2024-01-05_12:26:51:280 EMG Worker, scans read: 6900
2024-01-05_12:26:51:282 EMG Worker, scans read: 6900
2024-01-05_12:26:51:284 EMG Worker, scans read: 6900
2024-01-05_12:26:51:286 EMG Worker, scans read: 6900
2024-01-05_12:26:51:287 EMG Worker, scans read: 6900
2024-01-05_12:26:51:289 EMG Worker, scans read: 6900
2024-01-05_12:26:51:290 EMG Worker, scans read: 6900
2024-01-05_12:26:51:291 EMG Worker, scans read: 6900
2024-01-05_12:26:51:293 EMG Worker, scans read: 6900
2024-01-05_12:26:51:294 EMG Worker, scans read: 6900
2024-01-05_12:26:51:295 EMG Worker, scans read: 6900
2024-01-05_12:26:51:298 EMG Worker, scans read: 6900
2024-01-05_12:26:51:300 EMG Worker, scans read: 6900
2024-01-05_12:26:51:302 EMG Worker, scans read: 6900
2024-01-05_12:26:51:304 EMG Worker, scans read: 6900
2024-01-05_12:26:51:306 EMG Worker, scans read: 6900
2024-01-05_12:26:51:308 EMG Worker, scans read: 6900
2024-01-05_12:26:51:311 EMG Worker, scans read: 6900
2024-01-05_12:26:51:313 EMG Worker, scans read: 6900
2024-01-05_12:26:51:316 EMG Worker, scans read: 6900
2024-01-05_12:26:51:318 EMG Worker, scans read: 6900
2024-01-05_12:26:51:321 EMG Worker, scans read: 6900
2024-01-05_12:26:51:323 EMG Worker, scans read: 6900
2024-01-05_12:26:51:325 EMG Worker, scans read: 6900
2024-01-05_12:26:51:327 EMG Worker, scans read: 6900
2024-01-05_12:26:51:329 EMG Worker, scans read: 6900
2024-01-05_12:26:51:332 EMG Worker, scans read: 6900
2024-01-05_12:26:51:334 EMG Worker, scans read: 6900
2024-01-05_12:26:51:336 EMG Worker, scans read: 6900
2024-01-05_12:26:51:338 EMG Worker, scans read: 6900
